album,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
We're Good,Dua Lipa,spotify:track:1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
All My Life,K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,0.629,0.511,1,-8.651,1,0.0326,0.114,3.91e-06,0.0588,0.181,128.038
The Rubberband Man,The Spinners,spotify:track:4Q5HmyNvQHlfylzGY7V3Wr,0.81,0.536,10,-11.573,1,0.0583,0.466,0.00074,0.0401,0.957,97.311
What Is Love (feat. Tears & Marble) - Original Mix,Pretty Pink,spotify:track:291qm9lMrGJaLbnJDPjS4b,0.805,0.416,1,-7.559,0,0.0789,0.0259,0.172,0.142,0.535,122.012
Dancing In the Moonlight,King Harvest,spotify:track:7ufDF5ePKsnxYgP0DAZoZE,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,spotify:track:31H6au3jhblhr6MMJiXnCq,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882
Eye Nyam Nam 'A' Mensuro - Henrik Schwarz Blend,Ebo Taylor,spotify:track:797j1JpCJrMKKy4DH2FO2u,0.761,0.626,5,-12.635,1,0.0421,0.0174,0.629,0.0879,0.712,124.027
Let's Stick Together,Bryan Ferry,spotify:track:6y4FVJwf09ssxuRnlEgXkp,0.785,0.892,9,-4.71,1,0.0356,0.0711,0.00051,0.113,0.974,120.115
Opportunities (Let's Make Lots of Money),Pet Shop Boys,spotify:track:0apB2QDN7ZrE91yDmw5JsY,0.652,0.812,0,-10.578,0,0.0356,0.0957,0.00137,0.0391,0.703,120.27
Left Hand Free,alt-J,spotify:track:4iEOVEULZRvmzYSZY2ViKN,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99
Redbone,Peter Kings,spotify:track:3cmFuSkdJ5L3mNLZou8GtN,0.852,0.298,5,-14.771,0,0.293,0.326,0.0,0.145,0.506,80.078
MONTERO (Call Me By Your Name),Lil Nas X,spotify:track:67BtfxlNbhBmCDR2L2l8qd,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818
Finale (Can't Wait To See What You Do Next),AJR,spotify:track:2wPL8Vh6lZ0DLaAw1N7Caj,0.539,0.517,5,-6.999,1,0.0272,0.0956,0.0,0.111,0.408,82.987
In The End - Mellen Gi Remix,Tommee Profitt,spotify:track:5rAUZy2eDdegBxUVYxePK2,0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07
Tomorrow We Fight,Tommee Profitt,spotify:track:5qIswLybSuwnkcKHYsclPN,0.534,0.501,3,-4.805,0,0.0354,0.127,0.000522,0.0601,0.352,124.92
Noble Blood,Tommee Profitt,spotify:track:18ceulV4cK1NGMfrwJiyOz,0.359,0.768,4,-6.186,0,0.0363,0.288,0.0547,0.125,0.0771,179.988
Ordinaryish People (feat. Blue Man Group),AJR,spotify:track:3sBdf3nxnEC9e2GcdP9d3j,0.627,0.64,8,-7.312,1,0.175,0.0604,5.52e-06,0.125,0.831,179.819
Wake Me Up - Mellen Gi Remix,Tommee Profitt,spotify:track:0lesTJjdRpQF2hierSP7Nk,0.71,0.369,10,-9.072,1,0.0457,0.264,0.000255,0.117,0.0731,132.019
Party Like Its 1929,Tape Five,spotify:track:1lzk3VCIOQPoom0FgcLbg7,0.713,0.858,1,-5.075,1,0.0325,0.0411,4.22e-06,0.855,0.883,134.03
Young Forever,JAY-Z,spotify:track:35srNkJVToAzYiZzron1FY,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329
Light - GoSlo Remix,San Holo,spotify:track:1SltT96uaxy887m1psaZZ0,0.531,0.668,9,-4.486,1,0.042,0.102,0.0,0.218,0.161,118.806
Come Along,Cosmo Sheldrake,spotify:track:4hs0ol9UoDjDzuT3LHgaFQ,0.576,0.623,0,-5.928,0,0.061,0.753,0.0126,0.206,0.176,97.896
Lose My Love (feat. Gallant & Felix Cartal),Sad Money,spotify:track:079HrlFdPl6mFM8FN9kXF6,0.788,0.798,9,-5.954,0,0.149,0.00613,0.00426,0.297,0.895,124.976
DÁKITI,Frank Lima Violinist,spotify:track:0KpbS0GFu8XHXQ63YcltZE,0.707,0.498,4,-13.215,0,0.0566,0.871,0.914,0.0935,0.109,110.024
House of the Rising Sun,Audiomachine,spotify:track:3KWU60ms2hmZeIDkyzllM3,0.183,0.715,2,-7.424,0,0.0928,0.00694,0.0687,0.1,0.147,83.783
Somewhere Out There,Peter Hollens,spotify:track:4SNEybGkvdDvEEb4GkjtRn,0.233,0.409,2,-4.811,1,0.0315,0.699,0.0,0.107,0.177,75.239
Just Say,Nine One One,spotify:track:3rHhEJPRVZWSEPmlNOLoAm,0.424,0.336,4,-11.932,1,0.0463,0.628,0.00032,0.0802,0.136,132.243
When the Devil Calls (Drumstep),Blues Saraceno,spotify:track:0JodxZZWfbtOHpDPuI3F91,0.537,0.75,1,-7.122,0,0.0538,0.228,0.0,0.156,0.335,168.1
Devil's Playground,The Rigs,spotify:track:3WdHywW5eesvHX9pj5z8eT,0.41,0.496,9,-10.22,0,0.0376,0.332,1.17e-05,0.114,0.454,71.105
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf,spotify:track:391CwgcBxvUHmEKda2b5In,0.419,0.672,2,-6.353,1,0.092,0.623,0.0,0.412,0.304,105.212
School's Out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364
Blood In The Water,KSHMR,spotify:track:4jM545c2DEKT78TYRSSzIr,0.45,0.733,2,-6.238,1,0.0605,0.0779,0.413,0.14,0.147,120.019
Stairway To Heaven,London Philharmonic Orchestra,spotify:track:0aoTpQt7w3y3qwx029PTNN,0.146,0.0957,9,-20.822,0,0.0393,0.917,0.829,0.0601,0.0369,139.514
Folsom Prison Blues,Johnny Cash,spotify:track:0Avmi9t3sOcaGSs1DSbgDg,0.754,0.54,5,-8.326,1,0.0266,0.691,7.51e-05,0.0868,0.79,101.738
Everybody Knows,Sigrid,spotify:track:34b3PCTLUISY153eb2F72k,0.656,0.225,7,-11.777,1,0.0313,0.641,6.32e-05,0.101,0.156,106.023
Everybody Knows,John Legend,spotify:track:7qzxYfznGcwVUemSxhwCZY,0.609,0.541,8,-5.458,1,0.0287,0.00495,0.0,0.105,0.455,89.97
Can't Help Falling In Love - DARK,Tommee Profitt,spotify:track:1xErKvTvMqszpokp8Mr3Mq,0.186,0.51,8,-5.953,1,0.0568,0.0997,0.0353,0.067,0.2,199.928
The Night The Lights Went Out In Georgia - Eric Kupper Remix,Reba McEntire,spotify:track:3CCx4xeyrZQTONz6MvURaX,0.576,0.931,0,-5.983,1,0.0335,0.00198,0.455,0.0678,0.841,129.975
Chains - Remix,Nick Jonas,spotify:track:3ehS7brEPi3Pc8yitrFdbG,0.504,0.674,0,-5.824,0,0.0622,0.0247,0.0,0.0757,0.0991,76.847
Cold Heart - PNAU Remix,Elton John,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032
Everything That I Want,MAVV,spotify:track:1A2rlbdSXZWyPXkEm3AXK5,0.635,0.516,3,-8.677,1,0.0341,0.125,0.0,0.12,0.127,114.074
The Loophole,Garfunkel and Oates,spotify:track:6B89ADIwxCw60PHZN6Kdp4,0.569,0.367,5,-5.178,1,0.0878,0.862,0.000155,0.337,0.823,169.768
Major Tom (Coming Home) - Adam K & Soha Radio Edit,Shiny Toy Guns,spotify:track:7nXXIXFSyDDPlfzCW9bdAa,0.732,0.764,10,-6.503,0,0.0631,0.162,0.346,0.322,0.685,132.019
The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,spotify:track:536L9C0N7vhYdibCJx3cI2,0.308,0.376,4,-15.24,1,0.0626,0.116,2.52e-06,0.166,0.158,186.047
